Image Path,Caption
train_cleaned\Ao\376_0_1638449530_jpg.jpg,a close up of a black jacket with a yellow hoodie
train_cleaned\Ao\377_0_1638449530_jpg.jpg,a close up of a yellow jacket with a black and white cat on it
train_cleaned\Ao\378_0_1638449530_jpg.jpg,a close up of a pink and blue hat on a blue background
train_cleaned\Ao\379_0_1638449531_jpg.jpg,there is a picture of a picture of a woman's top
train_cleaned\Ao\37_0_1638449315_jpg.jpg,a close up of a black and white plaid shirt with a white shirt underneath it
train_cleaned\Ao\380_0_1638449531_jpg.jpg,a close up of a green dress with a white collar
train_cleaned\Ao\381_0_1638449532_jpg.jpg,a close up of a blue square with a white shirt on it
train_cleaned\Ao\382_0_1638449532_jpg.jpg,pink dress with blue bow on it on orange background
train_cleaned\Ao\383_0_1638449532_jpg.jpg,a close up of a shirt on a green background with a black background
train_cleaned\Ao\384_0_1638449533_jpg.jpg,a close up of a cartoon character wearing a dress and boots
train_cleaned\Ao\385_0_1638449533_jpg.jpg,a close up of a pink dress with a bow on it
train_cleaned\Ao\386_0_1638449533_jpg.jpg,a close up of a cartoon character wearing a pink dress
train_cleaned\Ao\387_0_1638449534_jpg.jpg,a close up of a shirt with a flower pattern on it
train_cleaned\Ao\388_0_1638449534_jpg.jpg,a close up of a sweater on a purple background
train_cleaned\Ao\389_0_1638449534_jpg.jpg,there is a picture of a sweater on a yellow background
train_cleaned\Ao\38_0_1638449316_jpg.jpg,a close up of a shirt with a tie on a green background
train_cleaned\Ao\390_0_1638449535_jpg.jpg,a close up of a shirt with a red and white stripe on it
train_cleaned\Ao\391_0_1638449535_jpg.jpg,a close up of a shirt with a light on it
train_cleaned\Ao\392_0_1638449535_jpg.jpg,yellow jacket with blue scarf on it
train_cleaned\Ao\393_0_1638449536_jpg.jpg,a close up of a pink square with a white and brown shirt
train_cleaned\Ao\394_0_1638449536_jpg.jpg,a close up of a yellow jacket with a blue hat on it
train_cleaned\Ao\395_0_1638449537_jpg.jpg,there is a chocolate covered top with a white stripe on it
train_cleaned\Ao\396_0_1638449537_jpg.jpg,a close up of a black apron on a yellow square
train_cleaned\Ao\397_0_1638449537_jpg.jpg,a close up of a white shirt with a black tie on it
train_cleaned\Ao\398_0_1638449538_jpg.jpg,a close up of a shirt on a pink background with a black background
train_cleaned\Ao\399_0_1638449538_jpg.jpg,there is a pixel image of a tuxedo suit and tie
train_cleaned\Ao\39_0_1638449317_jpg.jpg,a close up of a pink square with a black apron on it
train_cleaned\Ao\3_0_1638449279_jpg.jpg,there is a picture of a picture of a dog and a kite
train_cleaned\Ao\400_0_1638449538_jpg.jpg,a close up of a lego fireman's jacket with gloves
train_cleaned\Ao\401_0_1638449539_jpg.jpg,there is a picture of a blue shirt with a red tie
train_cleaned\Ao\402_0_1638449539_jpg.jpg,there is a pink sweater with a white trim on it
train_cleaned\Ao\403_0_1638449539_jpg.jpg,there is a picture of a shirt with a picture of a cat on it
train_cleaned\Ao\404_0_1638449540_jpg.jpg,a close up of a robot with a yellow belt on a yellow background
train_cleaned\Ao\405_0_1638449540_jpg.jpg,shirt with red tie and white shirt with blue collar
train_cleaned\Ao\406_0_1638449540_jpg.jpg,a close up of a shirt on a yellow background with a black border
train_cleaned\Ao\407_0_1638449541_jpg.jpg,a close up of a dress on a blue background with a purple shirt
train_cleaned\Ao\408_0_1638449541_jpg.jpg,a close up of a yellow shirt with purple numbers on it
train_cleaned\Ao\409_0_1638449541_jpg.jpg,a close up of a person in a dress on a green screen
train_cleaned\Ao\40_0_1638449318_jpg.jpg,a close up of a shirt with a tie on a blue background
train_cleaned\Ao\410_0_1638449542_jpg.jpg,shirt with red tie and white shirt with blue collar
train_cleaned\Ao\411_0_1638449542_jpg.jpg,a close up of a dress on a blue background with a white cat
train_cleaned\Ao\412_0_1638449542_jpg.jpg,arafed image of a blue dress with a white star on it
train_cleaned\Ao\413_0_1638449543_jpg.jpg,a close up of a dress on a green background with a black background
train_cleaned\Ao\414_0_1638449543_jpg.jpg,a close up of a green shirt with a crescent on it
train_cleaned\Ao\415_0_1638449543_jpg.jpg,purple square with a blue and white shirt and a black tie
train_cleaned\Ao\416_0_1638449544_jpg.jpg,a close up of a shirt with a blue tie on it
train_cleaned\Ao\417_0_1638449544_jpg.jpg,a close up of a sweater on a yellow background with a black frame
train_cleaned\Ao\418_0_1638449544_jpg.jpg,a close up of a shirt with a black and white stripe on it
train_cleaned\Ao\419_0_1638449544_jpg.jpg,a close up of a robot with a red background
train_cleaned\Ao\41_0_1638449319_jpg.jpg,a close up of a baseball jersey with a red cross on it
train_cleaned\Ao\420_0_1638449545_jpg.jpg,a close up of a shirt with a purple background
train_cleaned\Ao\421_0_1638449545_jpg.jpg,a close up of a shirt with a blue and white design on it
train_cleaned\Ao\422_0_1638449545_jpg.jpg,a close up of a yellow jacket with a blue hat on it
train_cleaned\Ao\423_0_1638449546_jpg.jpg,a close up of a blue shirt with a white collar
train_cleaned\Ao\424_0_1638449546_jpg.jpg,a close up of a shirt with a yellow background
train_cleaned\Ao\425_0_1638449547_jpg.jpg,a close up of a pink sweater with a white collar
train_cleaned\Ao\426_0_1638449547_jpg.jpg,pink dress on a pink square with a white trim
train_cleaned\Ao\427_0_1638449547_jpg.jpg,there is a pink shirt with a butterfly on it on a orange background
train_cleaned\Ao\428_0_1638449548_jpg.jpg,yellow square with a red and white t - shirt on it
train_cleaned\Ao\429_0_1638449548_jpg.jpg,a close up of a white and black sweater with a tag on it
train_cleaned\Ao\42_0_1638449320_jpg.jpg,a close up of a shirt with a white shirt underneath it
train_cleaned\Ao\430_0_1638449548_jpg.jpg,a close up of a shirt with a flower pattern on it
train_cleaned\Ao\431_0_1638449548_jpg.jpg,a close up of a white shirt with a black and white design
train_cleaned\Ao\432_0_1638449549_jpg.jpg,a close up of a white shirt with a black and white picture on it
train_cleaned\Ao\433_0_1638449549_jpg.jpg,a close up of a blue shirt on a green background
train_cleaned\Ao\434_0_1638449549_jpg.jpg,a close up of a white shirt with a black and white design
train_cleaned\Ao\435_0_1638449550_jpg.jpg,a close up of a red and white striped shirt on a yellow background
train_cleaned\Ao\436_0_1638449550_jpg.jpg,a close up of a white shirt with a black tie on a pink background
train_cleaned\Ao\437_0_1638449550_jpg.jpg,a close up of a picture of a dress on a purple background
train_cleaned\Ao\438_0_1638449551_jpg.jpg,a close up of a shirt on a pink background with a white cross
train_cleaned\Ao\439_0_1638449551_jpg.jpg,a close up of a baseball jersey with a red cross on it
train_cleaned\Ao\43_0_1638449321_jpg.jpg,yellow shirt on a purple background
train_cleaned\Ao\440_0_1638449551_jpg.jpg,a close up of a white shirt on a yellow background
train_cleaned\Ao\441_0_1638449551_jpg.jpg,a close up of a red and white sweater on a pink background
train_cleaned\Ao\442_0_1638449552_jpg.jpg,a close up of a person wearing a hat and a yellow tie
train_cleaned\Ao\443_0_1638449552_jpg.jpg,a close up of a red and white striped shirt on a orange background
train_cleaned\Ao\444_0_1638449552_jpg.jpg,cartoon of a person in a hoodie with a yellow shirt
train_cleaned\Ao\445_0_1638449553_jpg.jpg,a close up of a sweater with a badge on it
train_cleaned\Ao\446_0_1638449553_jpg.jpg,a close up of a red shirt with a gold medal on it
train_cleaned\Ao\447_0_1638449553_jpg.jpg,there is a picture of a shirt with a tie on it
train_cleaned\Ao\448_0_1638449553_jpg.jpg,there is a shirt with a tie and a shirt with a tie
train_cleaned\Ao\449_0_1638449554_jpg.jpg,a close up of a blue square with a red and yellow shirt
train_cleaned\Ao\44_0_1638449322_jpg.jpg,a close up of a red and white striped shirt on a purple background
train_cleaned\Ao\450_0_1638449554_jpg.jpg,cartoon of a person holding an umbrella over their head
train_cleaned\Ao\451_0_1638449554_jpg.jpg,a close up of a pink and blue shirt on a pink background
train_cleaned\Ao\452_0_1638449555_jpg.jpg,a close up of a blue and white shirt on a pink background
train_cleaned\Ao\453_0_1638449555_jpg.jpg,a close up of a shirt on a pink background with a black border
train_cleaned\Ao\454_0_1638449555_jpg.jpg,yellow jacket with black stripes on it
train_cleaned\Ao\455_0_1638449555_jpg.jpg,a close up of a shirt with a black and white striped shirt
train_cleaned\Ao\456_0_1638449556_jpg.jpg,a close up of a shirt with a bow on it
train_cleaned\Ao\457_0_1638449556_jpg.jpg,yellow jacket with black stripes and a black hat on it
train_cleaned\Ao\458_0_1638449556_jpg.jpg,yellow jacket with blue collar and yellow sweater on a blue background
train_cleaned\Ao\459_0_1638449557_jpg.jpg,a close up of a picture of a man's shirt and vest
train_cleaned\Ao\45_0_1638449323_jpg.jpg,a close up of a sweater with a bow tie on it
train_cleaned\Ao\460_0_1638449557_jpg.jpg,purple square with a tuxedo and bow tie on it
train_cleaned\Ao\461_0_1638449557_jpg.jpg,a close up of a red jersey with a black and white number 23 on it
train_cleaned\Ao\462_0_1638449557_jpg.jpg,a close up of a shirt on a purple background
train_cleaned\Ao\463_0_1638449558_jpg.jpg,a close up of a small pixel figure on a pink background
train_cleaned\Ao\464_0_1638449558_jpg.jpg,there is a picture of a shirt with a tie on it
train_cleaned\Ao\465_0_1638449558_jpg.jpg,a close up of a green square with a pink letter on it
train_cleaned\Ao\466_0_1638449559_jpg.jpg,a close up of a shirt on a green background
train_cleaned\Ao\467_0_1638449559_jpg.jpg,a close up of a green shirt with a crescent on it
train_cleaned\Ao\468_0_1638449559_jpg.jpg,there is a green teddy bear with a pink bow on it
train_cleaned\Ao\469_0_1638449559_jpg.jpg,yellow and black polka doted paper cone on a pink background
train_cleaned\Ao\46_0_1638449324_jpg.jpg,a close up of a blue shirt with a stethoscope attached to it
train_cleaned\Ao\470_0_1638449560_jpg.jpg,there is a small pixel style picture of a person wearing a hoodie
train_cleaned\Ao\471_0_1638449560_jpg.jpg,yellow square with a picture of a man in a vest and tie
train_cleaned\Ao\472_0_1638449560_jpg.jpg,a close up of a person in a hoodie with a yellow scarf
train_cleaned\Ao\473_0_1638449560_jpg.jpg,a close up of a shirt with a red and blue top
train_cleaned\Ao\474_0_1638449561_jpg.jpg,a close up of a baseball jersey with a red cross on it
train_cleaned\Ao\475_0_1638449561_jpg.jpg,there is a picture of a blue jacket with a red scarf
train_cleaned\Ao\476_0_1638449561_jpg.jpg,a close up of a robot on a green background
train_cleaned\Ao\477_0_1638449561_jpg.jpg,a close up of a shirt with a star on it
train_cleaned\Ao\478_0_1638449562_jpg.jpg,a close up of a blue shirt with a stethoscope on it
train_cleaned\Ao\479_0_1638449562_jpg.jpg,a close up of a cartoon character wearing a hoodie
train_cleaned\Ao\47_0_1638449325_jpg.jpg,there is a picture of a shirt with a tie on it
train_cleaned\Ao\480_0_1638449562_jpg.jpg,a close up of a blue and white shirt with a tie
train_cleaned\Ao\481_0_1638449562_jpg.jpg,yellow square with black and white image of a suit and tie
train_cleaned\Ao\482_0_1638449563_jpg.jpg,there is a picture of a green shirt with a white collar
train_cleaned\Ao\483_0_1638449563_jpg.jpg,a close up of a red shirt with a medal on it
train_cleaned\Ao\484_0_1638449563_jpg.jpg,a close up of a plaid shirt with a white shirt underneath it
train_cleaned\Ao\485_0_1638449564_jpg.jpg,a close up of a shirt and tie on a green background
train_cleaned\Ao\486_0_1638449564_jpg.jpg,a close up of a sweater with a white strip on it
train_cleaned\Ao\487_0_1638449564_jpg.jpg,a close up of a white shirt with a red hat on it
train_cleaned\Ao\488_0_1638449564_jpg.jpg,a close up of a yellow square with a green jacket on it
train_cleaned\Ao\489_0_1638449565_jpg.jpg,cartoon of a person in a black coat and a white hat
train_cleaned\Ao\48_0_1638449326_jpg.jpg,there is a picture of a shirt with a tie and a pair of shoes
train_cleaned\Ao\490_0_1638449565_jpg.jpg,a close up of a sweater on a pink background with a black frame
train_cleaned\Ao\491_0_1638449565_jpg.jpg,a close up of a shirt with a black stripe on it
train_cleaned\Ao\492_0_1638449565_jpg.jpg,there is a picture of a green dress with a white collar
train_cleaned\Ao\493_0_1638449565_jpg.jpg,a close up of a cell phone with a polka dot design
train_cleaned\Ao\494_0_1638449566_jpg.jpg,a close up of a colorful sweater on a green background
train_cleaned\Ao\495_0_1638449566_jpg.jpg,a close up of a sweater on a blue background with a black border
train_cleaned\Ao\496_0_1638449566_jpg.jpg,a close up of a shirt on a yellow square
train_cleaned\Ao\497_0_1638449566_jpg.jpg,a close up of a yellow jacket with a blue hat on it
train_cleaned\Ao\498_0_1638449567_jpg.jpg,a close up of a dress on a pink background with a black background
train_cleaned\Ao\499_0_1638449567_jpg.jpg,a close up of a red and white striped shirt on a blue background
train_cleaned\Ao\49_0_1638449327_jpg.jpg,there is a picture of a pink and white dress with a bow
train_cleaned\Ao\4_0_1638449280_jpg.jpg,a close up of a sweater with the word f2f on it
train_cleaned\Ao\500_0_1638449567_jpg.jpg,a close up of a sweater with a v - neck and a v - neck
train_cleaned\Ao\501_0_1638449567_jpg.jpg,a close up of a shirt and vest on a blue background
train_cleaned\Ao\502_0_1638449568_jpg.jpg,there is a pink shirt with a blue heart on it
train_cleaned\Ao\503_0_1638449568_jpg.jpg,there is a picture of a pink shirt with a red bow on it
train_cleaned\Ao\504_0_1638449568_jpg.jpg,a close up of a pink and white shirt on a green background
train_cleaned\Ao\505_0_1638449568_jpg.jpg,there is a picture of a black bag with two white dogs on it
train_cleaned\Ao\506_0_1638449568_jpg.jpg,there is a picture of a picture of a man in a vest
train_cleaned\Ao\507_0_1638449569_jpg.jpg,a close up of a red and white shirt and a red tie
train_cleaned\Ao\508_0_1638449569_jpg.jpg,a close up of a yellow shirt with a purple number on it
train_cleaned\Ao\509_0_1638449569_jpg.jpg,a green dress with a white collar and a green checkered shirt
train_cleaned\Ao\50_0_1638449328_jpg.jpg,a close up of a white shirt with sunglasses on a green background
train_cleaned\Ao\510_0_1638449569_jpg.jpg,a close up of a sweater with a tie on a purple background
train_cleaned\Ao\511_0_1638449570_jpg.jpg,a close up of a shirt with a red and blue shirt on it
train_cleaned\Ao\512_0_1638449570_jpg.jpg,a close up of a red and white shirt on a green background
train_cleaned\Ao\513_0_1638449570_jpg.jpg,purple square with a black sweater and a blue tag on it
train_cleaned\Ao\514_0_1638449570_jpg.jpg,there is a picture of a red and white object on a yellow background
train_cleaned\Ao\515_0_1638449570_jpg.jpg,a close up of a blue dress on a pink square
train_cleaned\Ao\516_0_1638449571_jpg.jpg,there is a picture of a cartoon picture of a person with a hat on
train_cleaned\Ao\517_0_1638449571_jpg.jpg,there is a red and white dress with a star on it
train_cleaned\Ao\518_0_1638449571_jpg.jpg,a close up of a sweater with a red stripe on it
train_cleaned\Ao\519_0_1638449571_jpg.jpg,a close up of a sweater with a red and blue stripe
train_cleaned\Ao\51_0_1638449329_jpg.jpg,a close up of a red shirt with a star on it
train_cleaned\Ao\520_0_1638449571_jpg.jpg,a close up of a white shirt with a black and white design
